,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,geometry
10,106069,McQZweV9DLoNzbJWksPJ6w,Pilgrim Roasters,4120 Main St,Philadelphia,PA,19127,40.0226761,-75.2192502,4.5,82,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': True, u'validated': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False'}","Coffee & Tea, Coffee Roasteries, Food, Restaurants, Cafes","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",POINT (40.0226761 -75.2192502)
11,17416,pf0o9mamFsNXeVNwUC61yQ,Bella Maria's Pizzeria,808 Bethlehem Pike,Flourtown,PA,19031,40.1124978082,-75.214110984,3.5,51,1,"{'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'HappyHour': 'False', 'WheelchairAccessible': 'False', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Italian, Restaurants, Food, Pizza","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-19:45'}",POINT (40.1124978082 -75.214110984)
12,105367,xywaDaIL8_udyftSvgPmAQ,Comfort Inn & Suites Glen Mills - Philadelphia,1110 Baltimore Pike,Glen Mills,PA,19342,39.8802467668,-75.5448828135,2.0,7,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True', 'Caters': 'False', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'False'}","Wine Bars, Cafes, Bars, Pizza, Event Planning & Services, Nightlife, Sandwiches, Hotels & Travel, Restaurants, Asian Fusion, Bistros, American (Traditional), Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",POINT (39.8802467668 -75.5448828135)
13,63383,ppgoocYga1HPYL6lsIZvnw,Bistro Perrier,4207 Walnut St,Philadelphia,PA,19104,39.9551006,-75.2074747,4.0,77,1,"{'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': False}"", 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsTableService': 'True', 'Caters': 'False'}","Colleges & Universities, Bars, Specialty Schools, Cooking Classes, Food, Mediterranean, American (New), Nightlife, Arts & Crafts, Restaurants, Cooking Schools, Education, Shopping, Bakeries, French, Wine Bars","{'Monday': '7:30-18:0', 'Tuesday': '7:30-22:0', 'Wednesday': '7:30-22:0', 'Thursday': '7:30-22:0', 'Friday': '7:30-22:0', 'Saturday': '17:30-22:0'}",POINT (39.9551006 -75.2074747)
14,83554,mPec-6ARme_8QAHd7tpJ8g,Cedars Cafe,309 Lancaster Ave,Frazer,PA,19355,40.0396338,-75.5488666,4.5,95,0,"{'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Middle Eastern, Mediterranean, Vegetarian, Restaurants, Lebanese, Vegan","{'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '12:0-20:30'}",POINT (40.0396338 -75.5488666)
15,91405,_XM7-X5Lc-e_T1S71ri-GA,Zhong Gang Bakery,127 N 10th St,Philadelphia,PA,19107,39.9542944,-75.155929,3.5,54,1,"{'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True'}","Food, Bakeries, Coffee & Tea, Restaurants","{'Monday': '6:30-15:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0', 'Saturday': '6:30-16:0', 'Sunday': '6:30-16:0'}",POINT (39.9542944 -75.155929)
16,70425,0jJf0DNHvYI0itdQSezsgg,Dunkin',7500 Frankford Ave,Philadelphia,PA,19136,40.0387413,-75.0361757,3.0,17,1,"{'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'DriveThru': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'True'}","Food, Restaurants, Donuts, Coffee & Tea","{'Monday': '4:30-0:0', 'Tuesday': '4:30-0:0', 'Wednesday': '4:30-0:0', 'Thursday': '4:30-0:0', 'Friday': '4:30-0:0', 'Saturday': '4:30-0:0', 'Sunday': '5:0-0:0'}",POINT (40.0387413 -75.0361757)
17,84111,R5ycR4CZc1mNdxDtY2PYAw,Sunset Moon Wellness Center - Superfoods Cafe,1007 W Lancaster Ave,Bryn Mawr,PA,19010,40.0239363,-75.3229328,5.0,13,1,"{'DogsAllowed': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'Alcohol': ""u'none'"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'False', 'RestaurantsTableService': 'True'}","Cafes, Doctors, Yoga, Kombucha, Herbs & Spices, Specialty Food, Vegan, Food, Active Life, Restaurants, Coffee & Tea, Fitness & Instruction, Health & Medical, Naturopathic/Holistic, Gluten-Free","{'Monday': '0:0-0:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '9:0-16:0'}",POINT (40.0239363 -75.3229328)
18,11294,ena3aLdMz2ym_OPVuTIJ2g,Broadway Bar & Grille,329 E Broadway Ave,Clifton Heights,PA,19018,39.9309749,-75.2887695,4.0,49,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'Caters': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'Alcohol': ""u'full_bar'"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'OutdoorSeating': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTakeOut': 'True'}","Soup, American (Traditional), Nightlife, Restaurants, Bars","{'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-21:0'}",POINT (39.9309749 -75.2887695)
19,56150,zfn7V7FVH5_J5A9dInfbnA,Pinefish,1138 Pine St,Philadelphia,PA,19107,39.94499,-75.161245,3.5,318,1,"{'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""u'average'"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Smoking': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'GoodForKids': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'CoatCheck': 'False', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'BYOB': 'True'}","Breakfast & Brunch, Restaurants, Cocktail Bars, Seafood, Salad, Bars, Nightlife","{'Monday': '0:0-0:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",POINT (39.94499 -75.161245)
20,19610,ErJ9NtMXt-WJZV_TVZ08Ag,Green Garden,237 S 10th St,Philadelphia,PA,19107,39.9471663,-75.1573928,3.5,77,1,"{'WiFi': ""'no'"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'True'}","Sushi Bars, Chinese, Soup, Seafood, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",POINT (39.9471663 -75.1573928)
